cve_id,published,years_since_published,cvss_score,severity,references_count,weaknesses_count,has_windows,has_linux,has_android,os_count,description_text,risk_score
CVE-2023-5235,,0.24,6.5,MEDIUM,0,0,0,0,0,0,ovic responsive wpbakery wordpress plugin before does not limit options can updated via some ajax actions may allow attackers subscriber account blog options such users can register default role also unserializes user input process may lead object injection attacks,30.0
CVE-2023-5253,,0.24,6.5,MEDIUM,0,0,0,0,0,0,missing authentication check websocket channel used check point iot integration nozomi networks guardian cmc may allow unauthenticated attacker obtain assets data without authentication malicious unauthenticated users knowledge underlying system may able extract limited asset information,30.0
CVE-2023-5347,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper verification cryptographic signature vulnerability process korenix jetnet series allows replacing whole operating system including trusted executables issue affects jetnet devices older than firmware,30.0
CVE-2023-5356,,0.24,6.5,MEDIUM,0,0,0,0,0,0,incorrect authorization checks gitlab ce ee all versions starting before all versions starting before all versions starting before allows user abuse slack mattermost integrations execute slash commands another user,30.0
CVE-2023-5376,,0.24,6.5,MEDIUM,0,0,0,0,0,0,improper authentication vulnerability korenix jetnet tftp allows abuse service issue affects jetnet devices older than firmware,30.0
CVE-2023-5448,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wp register profile shortcode plugin wordpress vulnerable cross site request forgery versions up including due missing incorrect nonce validation password validate function makes possible unauthenticated attackers reset user password via forged request granted they can trick user into performing action such clicking link,30.0
CVE-2023-5455,,0.24,6.5,MEDIUM,0,0,0,1,0,1,cross site request forgery vulnerability exists ipa session login password all supported versions ipa flaw allows attacker trick user into submitting request could perform actions user resulting loss confidentiality system integrity during community penetration testing found certain http end points freeipa does not ensure csrf protection due implementation details one cannot use flaw reflection cookie representing already logged user attacker would always have go through new authentication attempt,30.0
CVE-2023-5504,,0.24,6.5,MEDIUM,0,0,0,0,0,0,backwpup plugin wordpress vulnerable directory traversal versions up including via log file folder allows authenticated attackers store backups arbitrary folders server provided they can written server additionally default settings will place index php htaccess file into chosen directory unless already present when first backup job run intended prevent directory listing file access means attacker could set backup directory root another site shared environment thus disable site,30.0
CVE-2023-5691,,0.24,6.5,MEDIUM,0,0,0,0,0,0,chatbot wordpress plugin wordpress vulnerable stored cross site scripting via admin settings due insufficient input sanitization output escaping makes possible authenticated attackers administrator level permissions above inject arbitrary web scripts pages will execute whenever user accesses injected page only affects multi site installations installations where unfiltered html has been disabled,30.0
CVE-2023-5770,,0.24,6.5,MEDIUM,0,0,0,0,0,0,proofpoint enterprise protection contains vulnerability email delivery agent allows unauthenticated attacker inject improperly encoded html into email body message through email subject vulnerability caused inappropriate encoding when rewriting email before delivery issue affects proofpoint enterprise protection before patch before patch before patch all other versions,30.0
CVE-2023-5877,,0.24,6.5,MEDIUM,0,0,0,0,0,0,affiliate toolkit wordpress plugin before lacks authorization authentication requests affiliate toolkit starter tools atkp imagereceiver php endpoint allowing unauthenticated visitors make requests arbitrary url including rfc1918 private addresses leading server side request forgery ssrf issue,30.0
CVE-2023-5879,,0.24,6.5,MEDIUM,0,0,0,0,1,1,users account authentication data stored clear text genie company aladdin connect mobile application build below android devices allows attacker access android device potentially retrieve users clear text authentication credentials,30.0
CVE-2023-5880,,0.24,6.5,MEDIUM,0,0,0,0,0,0,when genie company aladdin connect garage door opener retrofit kit model aldcm placed into configuration mode web servers garage door control module setup page vulnerable xss via broadcast ssid name containing malicious code client side java script html allows attacker inject malicious code client side java script html into users web browser,30.0
CVE-2023-5881,,0.24,6.5,MEDIUM,0,0,0,0,0,0,unauthenticated access permitted web interface page genie company aladdin connect retrofit kit model aldcm garage door control module setup modify garage door ssid settings,30.0
CVE-2023-5905,,0.24,6.5,MEDIUM,0,0,0,0,0,0,demomentsomtres wordpress export posts images wordpress plugin through does not check authorization requests export blog data allowing any logged user such subscribers export contents blog including restricted unpublished posts well passwords protected posts,30.0
CVE-2023-5911,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wp custom cursors wordpress cursor plugin wordpress plugin through does not sanitise escape some settings could allow high privilege users such admin perform stored cross site scripting attacks even when unfiltered html capability disallowed example multisite setup,30.0
CVE-2023-5957,,0.24,6.5,MEDIUM,0,0,0,0,0,0,ni purchase order po woocommerce wordpress plugin through does not validate logo signature image files uploaded settings allowing high privileged user upload arbitrary files web server triggering rce vulnerability uploading web shell,30.0
CVE-2023-6000,,0.24,6.5,MEDIUM,0,0,0,0,0,0,popup builder wordpress plugin before does not prevent simple visitors updating existing popups injecting raw javascript them could lead stored xss attacks,30.0
CVE-2023-6004,,0.24,6.5,MEDIUM,0,0,0,1,0,1,flaw found libssh utilizing proxycommand proxyjump feature users can exploit unchecked hostname syntax client issue may allow attacker inject malicious code into command features mentioned through hostname parameter,30.0
CVE-2023-6029,,0.24,6.5,MEDIUM,0,0,0,0,0,0,eazydocs wordpress plugin before does not have authorization csrf checks when handling documents does not ensure they documents plugin allowing unauthenticated users delete arbitrary posts well add delete documents sections,30.0
CVE-2023-6037,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wp tripadvisor review slider wordpress plugin before does not sanitise escape some settings could allow high privilege users such admin perform stored cross site scripting attacks even when unfiltered html capability disallowed example multisite setup,30.0
CVE-2023-6040,,0.24,6.5,MEDIUM,0,0,0,1,0,1,out bounds access vulnerability involving netfilter reported fixed f1082dd31fe4 netfilter nf tables reject tables unsupported family while creating new netfilter table lack safeguard against invalid nf tables family pf values within nf tables newtable function enables attacker achieve out bounds access,30.0
CVE-2023-6042,,0.24,6.5,MEDIUM,0,0,0,0,0,0,any unauthenticated user may send mail site any title content admin,30.0
CVE-2023-6048,,0.24,6.5,MEDIUM,0,0,0,0,0,0,estatik real estate plugin wordpress plugin before does not prevent user low privileges site like subscribers setting any site options could used break sites lead dos when certain options reset,30.0
CVE-2023-6049,,0.24,6.5,MEDIUM,0,0,0,0,0,0,estatik real estate plugin wordpress plugin before unserializes user input via some cookies could allow unauthenticated users perform php object injection when suitable gadget chain present blog,30.0
CVE-2023-6050,,0.24,6.5,MEDIUM,0,0,0,0,0,0,estatik real estate plugin wordpress plugin before does not sanitise escape various parameters generated urls before outputting them back attributes leading reflected cross site scripting could used against high privilege users such admin,30.0
CVE-2023-6064,,0.24,6.5,MEDIUM,0,0,0,0,0,0,payhere payment gateway wordpress plugin before automatically creates publicly accessible log files containing sensitive information when transactions occur,30.0
CVE-2023-6066,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wp custom widget area wordpress plugin through does not properly apply capability nonce checks any ajax action callback functions could allow attackers subscriber privilege create delete modify menus site,30.0
CVE-2023-6113,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wp staging wordpress backup plugin before wp staging pro wordpress backup plugin before do not prevent visitors leaking key information about ongoing backups processes allowing unauthenticated attackers download said backups later,30.0
CVE-2023-6129,,0.24,6.5,MEDIUM,0,0,0,0,0,0,issue summary poly1305 mac message authentication code implementation contains bug might corrupt internal state applications running powerpc cpu based platforms if cpu provides vector instructions impact summary if attacker can influence whether poly1305 mac algorithm used application state might corrupted various application dependent consequences poly1305 mac message authentication code implementation openssl powerpc cpus restores contents vector registers different order than they saved thus contents some these vector registers corrupted when returning caller vulnerable code used only newer powerpc processors supporting powerisa instructions consequences kind internal application state corruption can various no consequences if calling application does not depend contents non volatile xmm registers all worst consequences where attacker could get complete control application process however unless compiler uses vector registers storing pointers most likely consequence if any would incorrect result some application dependent calculations crash leading denial service poly1305 mac algorithm most frequently used part chacha20 poly1305 aead authenticated encryption associated data algorithm most common usage aead cipher tls protocol versions if cipher enabled server malicious client can influence whether aead cipher used implies tls server applications using openssl can potentially impacted however we currently not aware any concrete application would affected issue therefore we consider low severity security issue,30.0
CVE-2023-6139,,0.24,6.5,MEDIUM,0,0,0,0,0,0,essential real estate wordpress plugin before does not apply proper capability checks ajax actions among other things allow attackers subscriber account conduct denial service attacks,30.0
CVE-2023-6140,,0.24,6.5,MEDIUM,0,0,0,0,0,0,essential real estate wordpress plugin before does not prevent users limited privileges site like subscribers momentarily uploading malicious php files disguised zip archives may lead remote code execution,30.0
CVE-2023-6141,,0.24,6.5,MEDIUM,0,0,0,0,0,0,essential real estate wordpress plugin before does not apply proper capability checks ajax actions among other things allow attackers subscriber account conduct stored xss attacks,30.0
CVE-2023-6147,,0.24,6.5,MEDIUM,0,0,0,0,0,0,qualys jenkins plugin policy compliance including identified affected security flaw missing permission check while performing connectivity check qualys cloud services allowed any user login access configure edit jobs utilize plugin configure potential rouge endpoint via possible control response certain request could injected xxe payloads leading xxe while processing response data,30.0
CVE-2023-6148,,0.24,6.5,MEDIUM,0,0,0,0,0,0,qualys jenkins plugin policy compliance including identified affected security flaw missing permission check while performing connectivity check qualys cloud services allowed any user login access access configure edit jobs utilize plugin configure potential rouge endpoint via possible control response certain request could injected xss payloads leading xss while processing response data,30.0
CVE-2023-6149,,0.24,6.5,MEDIUM,0,0,0,0,0,0,qualys jenkins plugin including identified affected security flaw missing permission check while performing connectivity check qualys cloud services allowed any user login access configure edit jobs utilize plugin configure potential rouge endpoint via possible control response certain request could injected xxe payloads leading xxe while processing response data,30.0
CVE-2023-6158,,0.24,6.5,MEDIUM,0,0,0,0,0,0,eventon wordpress virtual event calendar plugin plugin wordpress vulnerable unauthorized modification data loss data due missing capability check evo eventpost meta function all versions up including pro free makes possible unauthenticated attackers remove arbitrary post metadata note certain parameters may allow content injection,30.0
CVE-2023-6161,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wp crowdfunding wordpress plugin before does not sanitise escape parameter before outputting back page leading reflected cross site scripting could used against high privilege users such admin,30.0
CVE-2023-6163,,0.24,6.5,MEDIUM,0,0,0,0,0,0,wp crowdfunding wordpress plugin before does not sanitise escape some settings could allow high privilege users such admin perform stored cross site scripting attacks even when unfiltered html capability disallowed example multisite setup,30.0
CVE-2023-6220,,0.24,6.5,MEDIUM,0,0,0,0,0,0,piotnet forms plugin wordpress vulnerable arbitrary file uploads due insufficient file type validation piotnetforms ajax form builder function versions up including makes possible unauthenticated attackers upload arbitrary files affected site server may make remote code execution possible,30.0
CVE-2023-6223,,0.24,6.5,MEDIUM,0,0,0,0,0,0,learnpress plugin wordpress vulnerable insecure direct object reference all versions up including via wp json lp v1 profile course tab rest api due missing validation userid user controlled key makes possible authenticated attackers subscriber level access above retrieve details another user course progress,30.0
